acteurs,box_office_url,duree,entrees,genre,realisateur,titre
"Jessica Chastain,Eddie Redmayne,Kim Dickens",https://www.allocine.fr/film/fichefilm_gen_cfilm=234057.html,121,,"Policier,Drame,Thriller",Tobias Lindholm,Meurtres sans ordonnance
"Ryan Reynolds,Jodie Comer,Lil Rel Howery",https://www.allocine.fr/film/fichefilm-251824/box-office/,115,,"Action,Aventure,Comédie",Shawn Levy,Free Guy
"Laetitia Casta,Damien Bonnard,Béatrice Dalle",https://www.allocine.fr/film/fichefilm-278090/box-office/,97,,Drame,Brigitte Sy,Le Bonheur Est Pour Demain
"François Civil,Lyna Khoudri,Nathalie Richard",https://www.allocine.fr/film/fichefilm_gen_cfilm=289229.html,103,,"Drame,Romance",Romain Cogitore,Une zone à défendre
Damien Bonnard,https://www.allocine.fr/film/fichefilm_gen_cfilm=324990.html,43,,"Animation,Famille","Lev Atamanov,Yuri Norstein","L'Antilope d'or, la renarde et le lièvre"
Kai Wang,https://www.allocine.fr/film/fichefilm-309996/box-office/,Non valide,8261,,,La Guerre des Dieux - New Gods: Yang Jian
"Joséphine Japy,Jérôme Commandeur",https://www.allocine.fr/film/fichefilm-271293/box-office/,Non valide,257163,"Aventure,Comédie",Ludovic Colbeau-Justin,Jack Mimoun et les secrets de Val Verde
"Millie Bobby Brown,Rebecca Hall",https://www.allocine.fr/film/fichefilm-240935/box-office/,Non valide,,,,Godzilla vs Kong
"Dylan O'Brien,Johnny Flynn",https://www.allocine.fr/film/fichefilm-290644/box-office/,Non valide,,,,The Outfit
"Luca Marinelli,Alessandro Borghi,Filippo Timi",https://www.allocine.fr/film/fichefilm-290592/box-office/,147,,Drame,"Charlotte Vandermeersch,Felix Van Groeningen",Les Huit Montagnes
"Viola Davis,Ben Affleck",https://www.allocine.fr/film/fichefilm-303794/box-office/,Non valide,,Drame,,Air
"François Berléand,Maxime Bergeron",https://www.allocine.fr/film/fichefilm-291709/box-office/,Non valide,30964,"Policier,Drame",,Magnificat
"Ryan Masson,Highdee Kuan,Don Scribner",https://www.allocine.fr/film/fichefilm_gen_cfilm=282216.html,119,,"Drame,Science Fiction",Eric Demeusy,Proximity
"Vin Diesel,Michelle Rodriguez,Jordana Brewster",https://www.allocine.fr/film/fichefilm-221542/box-office/,143,,Action,Justin Lin,Fast & Furious 9
"Gael García Bernal,Vicky Krieps,Rufus Sewell",https://www.allocine.fr/film/fichefilm-274232/box-office/,108,,"Fantastique,Thriller",M. Night Shyamalan,Old
"Millie Bobby Brown,Henry Cavill,Sam Claflin",https://www.allocine.fr/film/fichefilm_gen_cfilm=261721.html,123,,"Aventure,Policier,Historique",Harry Bradbeer,Enola Holmes
"Jodie Comer,Lil Rel Howery",https://www.allocine.fr/film/fichefilm-251824/box-office/,Non valide,174093,,,Free Guy
"Timéo Mahaut,Johan Heldenbergh",https://www.allocine.fr/film/fichefilm-283585/box-office/,Non valide,18915,Comédie dramatique,Romane Gueret,Les Pires
"Damien Bonnard,Béatrice Dalle",https://www.allocine.fr/film/fichefilm-278090/box-office/,Non valide,12916,Drame,,Le Bonheur Est Pour Demain
"Kawaida Natsumi,Takeo Otsuka,Nobuo Tobita",https://www.allocine.fr/film/fichefilm-317811/box-office/,70,,"Aventure,Animation,Famille",Yoshimi Itazu,Le Grand magasin
"Dwayne Johnson,Ryan Reynolds,Gal Gadot",https://www.allocine.fr/film/fichefilm_gen_cfilm=262468.html,118,,"Action,Aventure,Policier",Rawson Marshall Thurber,Red Notice
"Adila Bendimerad,Dali Benssalah,Mohamed Tahar Zaoui",https://www.allocine.fr/film/fichefilm-286642/box-office/,110,,"Drame,Historique","Damien Ounouri,Adila Bendimerad",La Dernière reine
"Clara Galle,Julio Peña (III),Andrea Chaparro",https://www.allocine.fr/film/fichefilm_gen_cfilm=300940.html,109,,Romance,Marçal Forès,À travers ma fenêtre : L'amour pour horizon
"Eric Judor,Jean-Pascal Zadi,Ana Girardot",https://www.allocine.fr/film/fichefilm-304507/box-office/,90,,"Aventure,Animation,Comédie",Jérémie Degruson,Les Inséparables
"Bastien Bouillon,Mouna Soualem,Milla Harbouche",https://www.allocine.fr/film/fichefilm_gen_cfilm=307119.html,Non valide,,Fantastique,Marion Desseigne-Ravel,Le Horla
"Alessandro Borghi,Filippo Timi",https://www.allocine.fr/film/fichefilm-290592/box-office/,Non valide,29347,Drame,Felix Van Groeningen,Les Huit Montagnes
"Christina Hecke,Robin Sondermann,Rudolf Kowalski",https://www.allocine.fr/film/fichefilm_gen_cfilm=326763.html,89,,Policier,Kirsten Laser,En vérité - Justice sera rendue
"Eden Dambrine,Gustav De Waele,Emilie Dequenne",https://www.allocine.fr/film/fichefilm-294372/box-office/,104,,Drame,Lukas Dhont,Close
"Ahmed Sylla,Camille Lou,Grégoire Bonnet",https://www.allocine.fr/film/fichefilm-306416/box-office/,83,,Comédie,Frédéric Quiring,Notre tout petit petit mariage
"Marc Zinga,Yves-Marina Gnahoua,Marcel Otete Kabeya",https://www.allocine.fr/film/fichefilm-303132/box-office/,95,,Drame, Baloji,Augure
"Tang Wei,Park Hae-il,Jung-hyun Lee",https://www.allocine.fr/film/fichefilm-287116/box-office/,138,,"Policier,Drame,Romance",Park Chan-Wook,Decision To Leave
"Vicky Krieps,Rufus Sewell",https://www.allocine.fr/film/fichefilm-274232/box-office/,Non valide,105841,"Fantastique,Thriller",,Old
"Pierre Gommé,Nina Poletto,Barbara Schulz",https://www.allocine.fr/film/fichefilm-300814/box-office/,79,,Comédie,Bastien Milheau,Super-bourrés
"Mila Kunis,Chiara Aurelia,Finn Wittrock",https://www.allocine.fr/film/fichefilm_gen_cfilm=236994.html,115,,"Drame,Thriller",Mike Barker,American Girl
"Michelle Rodriguez,Jordana Brewster",https://www.allocine.fr/film/fichefilm-221542/box-office/,Non valide,1301589,Action,,Fast & Furious 9
"Nicholle Tom,Adam Mayfield,Lauren Lastrada",https://www.allocine.fr/film/fichefilm_gen_cfilm=327751.html,103,,Drame,Jodi Binstock,Casey & Vicky White : Les amants fugitifs
"Letitia Wright,Angela Bassett,Danai Gurira",https://www.allocine.fr/film/fichefilm-263242/box-office/,162,,"Action,Aventure,Fantastique",Ryan Coogler,Black Panther: Wakanda Forever
"Mark Stanley,Camilo Arancibia,Benjamin Westfall",https://www.allocine.fr/film/fichefilm-314266/box-office/,100,,Drame,Felipe Gálvez Haberle,Les Colons
"Jean-Pascal Zadi,Ana Girardot",https://www.allocine.fr/film/fichefilm-304507/box-office/,Non valide,62664,,,Les Inséparables
"Dali Benssalah,Mohamed Tahar Zaoui",https://www.allocine.fr/film/fichefilm-286642/box-office/,Non valide,21049,"Drame,Historique",Adila Bendimerad,La Dernière reine
"Chris Pratt,Yvonne Strahovski,J.K. Simmons",https://www.allocine.fr/film/fichefilm_gen_cfilm=271727.html,140,,"Action,Science Fiction,Thriller",Chris McKay,The Tomorrow War
"Shugo Nakamura,Subaru Kimura,Kenta Miyake",https://www.allocine.fr/film/fichefilm-306133/box-office/,124,,"Animation,Comédie,Drame",Takehiko Inoue,The First Slam Dunk
"Taron Egerton,Roger Allam,Toby Jones",https://www.allocine.fr/film/fichefilm_gen_cfilm=285354.html,118,,"Biopic,Drame",Jon S. Baird,Tetris
"Russell Crowe,Daniel Zovatto,Alex Essoe",https://www.allocine.fr/film/fichefilm-287490/box-office/,103,,"Biopic,Fantastique,Epouvante-horreur",Julius Avery,L'Exorciste du Vatican
"Héloïse Janjaud,Khadija Kouyaté,Myriem Akheddiou",https://www.allocine.fr/film/fichefilm-300213/box-office/,98,,Drame,Léa Fehner,Sages-femmes
"Esther Rollande,Clémentine Célarié,Thierry Godard",https://www.allocine.fr/film/fichefilm_gen_cfilm=303474.html,90,,Biopic,Sonia Rolland,Un destin inattendu
"Timothée Chalamet,Taylor Russell,Mark Rylance",https://www.allocine.fr/film/fichefilm-273342/box-office/,130,,"Drame,Epouvante-horreur,Romance",Luca Guadagnino,Bones and All
"Frances McDormand,David Strathairn,Gay DeForest",https://www.allocine.fr/film/fichefilm-271687/box-office/,108,,Drame,Chloé Zhao,Nomadland
"Laure Calamy,Tchéky Karyo,David Marsais",https://www.allocine.fr/film/fichefilm-303446/box-office/,95,,Comédie,Jonathan Barré,Bonne conduite
"Nina Poletto,Barbara Schulz",https://www.allocine.fr/film/fichefilm-300814/box-office/,Non valide,44873,Comédie,,Super-bourrés
"Camille Lou,Grégoire Bonnet",https://www.allocine.fr/film/fichefilm-306416/box-office/,Non valide,178545,Comédie,,Notre tout petit petit mariage
"Park Hae-il,Jung-hyun Lee",https://www.allocine.fr/film/fichefilm-287116/box-office/,Non valide,103303,,,Decision To Leave
"Yves-Marina Gnahoua,Marcel Otete Kabeya",https://www.allocine.fr/film/fichefilm-303132/box-office/,Non valide,6565,Drame,,Augure
"Daisy Ridley,Ben Mendelsohn,Garrett Hedlund",https://www.allocine.fr/film/fichefilm_gen_cfilm=262591.html,109,,"Policier,Drame,Thriller",Neil Burger,La Fille du roi des marais
"Gustav De Waele,Emilie Dequenne",https://www.allocine.fr/film/fichefilm-294372/box-office/,Non valide,19030,Drame,,Close
"Louise Mauroy-Panzani,Ilça Moreno Zego,Arnaud Rebotini",https://www.allocine.fr/film/fichefilm-297308/box-office/,84,,Drame,Marie Amachoukeli,àma Gloria
"Omar Sy,Jamie Foxx,Camille Cottin",https://www.allocine.fr/film/fichefilm_gen_cfilm=251354.html,100,,"Aventure,Animation,Famille","Pete Docter,Kemp Powers",Soul
"Daniel Zovatto,Alex Essoe",https://www.allocine.fr/film/fichefilm-287490/box-office/,Non valide,155555,,,L'Exorciste du Vatican
"Subaru Kimura,Kenta Miyake",https://www.allocine.fr/film/fichefilm-306133/box-office/,Non valide,33488,,,The First Slam Dunk
"Tchéky Karyo,David Marsais",https://www.allocine.fr/film/fichefilm-303446/box-office/,Non valide,71102,Comédie,,Bonne conduite
"Taylor Russell,Mark Rylance",https://www.allocine.fr/film/fichefilm-273342/box-office/,Non valide,38761,,,Bones and All
"Khadija Kouyaté,Myriem Akheddiou",https://www.allocine.fr/film/fichefilm-300213/box-office/,Non valide,1038,Drame,,Sages-femmes
"David Strathairn,Gay DeForest",https://www.allocine.fr/film/fichefilm-271687/box-office/,Non valide,125027,Drame,,Nomadland
"Valeria Bruni Tedeschi,Marina Foïs,Pio Marmaï",https://www.allocine.fr/film/fichefilm-285934/box-office/,99,,"Comédie,Comédie dramatique,Drame",Catherine Corsini,La Fracture
"Laure Calamy,Anne Suarez,Geneviève Mnich",https://www.allocine.fr/film/fichefilm-281709/box-office/,85,,Drame,Eric Gravel,À plein temps
"Oulaya Amamra,Lina El Arabi,Niels Arestrup",https://www.allocine.fr/film/fichefilm-292559/box-office/,115,,"Biopic,Drame",Marie-Castille Mention-Schaar,Divertimento
"Paul Kircher,Vincent Lacoste,Juliette Binoche",https://www.allocine.fr/film/fichefilm-297304/box-office/,123,,Drame,Christophe Honoré,Le Lycéen
"Line Renaud,Dany Boon,Alice Isaaz",https://www.allocine.fr/film/fichefilm-292290/box-office/,91,,"Comédie,Comédie dramatique,Drame",Christian Carion,Une belle course
"Ilça Moreno Zego,Arnaud Rebotini",https://www.allocine.fr/film/fichefilm-297308/box-office/,Non valide,27968,Drame,,àma Gloria
"Michèle Laroque,Thierry Lhermitte,Constance Labbé",https://www.allocine.fr/film/fichefilm-290342/box-office/,92,,Comédie,Fabrice Bracq,Joyeuse retraite 2
"Lewis Tan,Jessica McNamee,Josh Lawson",https://www.allocine.fr/film/fichefilm-178265/box-office/,110,,"Action,Arts Martiaux",Simon McQuoid,Mortal Kombat
"Paul Dano,Pete Davidson,Vincent D'Onofrio",https://www.allocine.fr/film/fichefilm-290002/box-office/,105,,"Comédie,Drame",Craig Gillespie,Dumb Money
"Chris Hemsworth,Golshifteh Farahani,Adam Bessa",https://www.allocine.fr/film/fichefilm_gen_cfilm=282413.html,122,,"Action,Thriller",Sam Hargrave,Tyler Rake 2
"Nataliya Denisenko,Artem Pivovarov,Elena Kravets",https://www.allocine.fr/film/fichefilm-304935/box-office/,99,,"Aventure,Animation,Famille","Oleh Malamuzh,Oleksandra Ruban",Le Royaume de Naya
,https://www.allocine.fr/film/fichefilm-313072/box-office/,52,,"Animation,Famille",,La Colline aux cailloux
"Gerard Butler,Navid Negahban,Travis Fimmel",https://www.allocine.fr/film/fichefilm-284784/box-office/,119,,"Action,Thriller",Ric Roman Waugh,Kandahar
"Marina Foïs,Pio Marmaï",https://www.allocine.fr/film/fichefilm-285934/box-office/,Non valide,114592,,,La Fracture
"Vincent Lacoste,Juliette Binoche",https://www.allocine.fr/film/fichefilm-297304/box-office/,Non valide,40106,Drame,,Le Lycéen
"Lina El Arabi,Niels Arestrup",https://www.allocine.fr/film/fichefilm-292559/box-office/,Non valide,80541,"Biopic,Drame",,Divertimento
"Anne Suarez,Geneviève Mnich",https://www.allocine.fr/film/fichefilm-281709/box-office/,Non valide,100254,Drame,,À plein temps
"Angèle Mac, Hatik,Lina-Camélia Lumbroso",https://www.allocine.fr/film/fichefilm-288739/box-office/,90,,"Drame,Fantastique,Epouvante-horreur",Guillaume Nicloux,La Tour
"Tom Holland,Mark Wahlberg,Sophia Ali",https://www.allocine.fr/film/fichefilm-186437/box-office/,116,,"Action,Aventure",Ruben Fleischer,Uncharted
"Anta Diaw,Alexis Manenti,Aristote Luyindula",https://www.allocine.fr/film/fichefilm-297805/box-office/,100,,Drame,Ladj Ly,Bâtiment 5
"Camilo Arancibia,Benjamin Westfall",https://www.allocine.fr/film/fichefilm-314266/box-office/,Non valide,25953,Drame,,Les Colons
"Florence Loiret Caille,Saabo Balde,Jonathan Couzinié",https://www.allocine.fr/film/fichefilm-289564/box-office/,92,,"Drame,Thriller",Stéphane Marchetti,La Tête froide
"Angela Bassett,Danai Gurira",https://www.allocine.fr/film/fichefilm-263242/box-office/,Non valide,1692183,,,Black Panther: Wakanda Forever
"Alban Ivanov,Lucien Jean-Baptiste,Audrey Pirault",https://www.allocine.fr/film/fichefilm-297448/box-office/,105,,Comédie,Varante Soudjian,La Traversée
"Vin Diesel,Eiza Gonzalez,Sam Heughan",https://www.allocine.fr/film/fichefilm-204239/box-office/,110,,Action,Dave Wilson (II),Bloodshot
"Dany Boon,Alice Isaaz",https://www.allocine.fr/film/fichefilm-292290/box-office/,Non valide,180034,,,Une belle course
"Nadia Tereszkiewicz,Sofiane Bennacer,Louis Garrel",https://www.allocine.fr/film/fichefilm-286637/box-office/,126,,"Comédie,Comédie dramatique,Drame",Valeria Bruni Tedeschi,Les Amandiers
"Thierry Lhermitte,Constance Labbé",https://www.allocine.fr/film/fichefilm-290342/box-office/,Non valide,155491,Comédie,,Joyeuse retraite 2
"Jessica McNamee,Josh Lawson",https://www.allocine.fr/film/fichefilm-178265/box-office/,Non valide,,"Action,Arts Martiaux",,Mortal Kombat
"Takeo Otsuka,Nobuo Tobita",https://www.allocine.fr/film/fichefilm-317811/box-office/,Non valide,16851,,,Le Grand magasin
"Pete Davidson,Vincent D'Onofrio",https://www.allocine.fr/film/fichefilm-290002/box-office/,Non valide,24125,"Comédie,Drame",,Dumb Money
"Artem Pivovarov,Elena Kravets",https://www.allocine.fr/film/fichefilm-304935/box-office/,Non valide,163496,,Oleksandra Ruban,Le Royaume de Naya
"Camille Timmerman,Stephanie Beatriz,José Garcia",https://www.allocine.fr/film/fichefilm-284646/box-office/,103,,"Animation,Comédie,Famille","Charise Castro Smith,Byron Howard,Jared Bush","Encanto, la fantastique famille Madrigal"
"Alexis Manenti,Aristote Luyindula",https://www.allocine.fr/film/fichefilm-297805/box-office/,Non valide,88788,Drame,,Bâtiment 5
"Mark Wahlberg,Sophia Ali",https://www.allocine.fr/film/fichefilm-186437/box-office/,Non valide,955650,"Action,Aventure",,Uncharted
" Hatik,Lina-Camélia Lumbroso",https://www.allocine.fr/film/fichefilm-288739/box-office/,Non valide,20558,,,La Tour
"Sofiane Bennacer,Louis Garrel",https://www.allocine.fr/film/fichefilm-286637/box-office/,Non valide,104057,,,Les Amandiers
"Lucien Jean-Baptiste,Audrey Pirault",https://www.allocine.fr/film/fichefilm-297448/box-office/,Non valide,189578,Comédie,,La Traversée
"Eiza Gonzalez,Sam Heughan",https://www.allocine.fr/film/fichefilm-204239/box-office/,Non valide,,Action,,Bloodshot
"Saabo Balde,Jonathan Couzinié",https://www.allocine.fr/film/fichefilm-289564/box-office/,Non valide,14547,"Drame,Thriller",,La Tête froide
,https://www.allocine.fr/film/fichefilm-313072/box-office/,Non valide,6517,"Animation,Famille",,La Colline aux cailloux
"Navid Negahban,Travis Fimmel",https://www.allocine.fr/film/fichefilm-284784/box-office/,Non valide,,"Action,Thriller",,Kandahar
"Maya Vanderbeque,Günter Duret,Karim Leklou",https://www.allocine.fr/film/fichefilm-292758/box-office/,75,,Drame,Laura Wandel,Un monde
"Grégory Gadebois,Isabelle Carré,Benjamin Lavernhe",https://www.allocine.fr/film/fichefilm-26781/box-office/,113,,"Comédie,Historique",Eric Besnard,Délicieux
"Aurélien Gabrielli,Louise Chevillotte,Saadia Bentaïeb",https://www.allocine.fr/film/fichefilm-290271/box-office/,85,,"Drame,Romance",Louda Ben Salah-Cazanas,Le Monde après nous
"Carey Mulligan,Bo Burnham,Alison Brie",https://www.allocine.fr/film/fichefilm-273120/box-office/,108,,"Comédie,Drame,Thriller",Emerald Fennell,Promising Young Woman
"Camille Rowe,James Jagger,Eric Savin",https://www.allocine.fr/film/fichefilm-279736/box-office/,85,,"Epouvante-horreur,Thriller","Alexandre Bustillo,Julien Maury",The Deep House
"Suliane Brahim,Sofian Khammes,Marie Narbonne",https://www.allocine.fr/film/fichefilm-273912/box-office/,101,,"Drame,Epouvante-horreur",Just Philippot,La Nuée
"Oumy Bruni Garrel, Maïwenn,Aïssa Maïga",https://www.allocine.fr/film/fichefilm-291767/box-office/,98,,"Comédie,Comédie dramatique,Drame",Ramzi Ben Sliman,Neneh Superstar
"Lucie Debay,Lazare Gousseau,Florence Loiret Caille",https://www.allocine.fr/film/fichefilm-299456/box-office/,89,,"Comédie,Drame,Romance","Ann Sirot,Raphaël Balboni",Le Syndrome des amours passées
"Zac Efron,Ryan Kiera Armstrong,Sydney Lemmon",https://www.allocine.fr/film/fichefilm-255880/box-office/,94,,"Fantastique,Epouvante-horreur,Thriller",Keith Thomas (II),Firestarter
"Guillaume Darnault,Julie Gallibert,Andy Pimor",https://www.allocine.fr/film/fichefilm-310388/box-office/,100,,Comédie,"Hugo Bachelet,Clément Vallos,Matthieu Yakovleff",Poisson rouge
"Nina Hoss,Lars Eidinger,Marthe Keller",https://www.allocine.fr/film/fichefilm-272249/box-office/,99,,Drame,"Véronique Reymond,Stéphanie Chuat",Petite soeur
"Scarlett Johansson,Florence Pugh,Rachel Weisz",https://www.allocine.fr/film/fichefilm-230783/box-office/,134,,"Action,Aventure,Espionnage",Cate Shortland,Black Widow
"Lazare Herson-Macarel,Eric Herson-Macarel,Damien Boisseau",https://www.allocine.fr/film/fichefilm-269946/box-office/,95,,"Aventure,Animation,Drame",Patrick Imbert,Le Sommet des Dieux
"Günter Duret,Karim Leklou",https://www.allocine.fr/film/fichefilm-292758/box-office/,Non valide,15718,Drame,,Un monde
"Stephanie Beatriz,José Garcia",https://www.allocine.fr/film/fichefilm-284646/box-office/,Non valide,526906,,"Byron Howard,Jared Bush","Encanto, la fantastique famille Madrigal"
"Louise Chevillotte,Saadia Bentaïeb",https://www.allocine.fr/film/fichefilm-290271/box-office/,Non valide,11831,"Drame,Romance",,Le Monde après nous
"Isabelle Carré,Benjamin Lavernhe",https://www.allocine.fr/film/fichefilm-26781/box-office/,Non valide,130477,"Comédie,Historique",,Délicieux
" Mackenyu,Famke Janssen,Sean Bean",https://www.allocine.fr/film/fichefilm-270739/box-office/,112,,"Action,Aventure,Fantastique",Tomasz Baginski,Les Chevaliers du Zodiaque
"Bo Burnham,Alison Brie",https://www.allocine.fr/film/fichefilm-273120/box-office/,Non valide,45320,,,Promising Young Woman
"Kodi Smit-McPhee,Ryan Kwanten,Damian Walshe-Howling",https://www.allocine.fr/film/fichefilm_gen_cfilm=274158.html,114,,"Science Fiction,Thriller",Seth Larney,2067
"Hugo Becker,Damien Jouillerot,Francis Renaud",https://www.allocine.fr/film/fichefilm-302772/box-office/,100,,"Action,Historique,Guerre","Vincent Mottez,Paul Mignot",Vaincre ou mourir
